Epoch ,               Cur LR ,              Cur MSE ,               Cur KL ,             Saved KL ,            Saved MSE ,               KL Reg
254,0.00038152,0.003699932,4.775866631,4.813028067,0.002173507,1
255,0.00038152,0.003398924,4.686518282,4.762853423,0.002114069,1
256,0.00038152,0.003574814,4.673713668,4.641048327,0.002099975,1
257,0.00038152,0.003056109,4.517262254,4.526209517,0.002141823,1
258,0.00038152,0.004192165,4.435657386,4.480727174,0.002061808,1
259,0.00038152,0.002122183,4.380778157,4.446729398,0.002018396,1
260,0.00038152,0.002764329,4.290324852,4.351686816,0.002001357,1
261,0.00038152,0.013763819,4.324441143,4.325317093,0.002008995,1
262,0.00038152,0.003183244,4.21221128,4.283340505,0.001989844,1
263,0.00038152,0.002108988,4.21567294,4.194053433,0.001960442,1
264,0.00038152,0.003507579,4.164816866,4.164067699,0.001948165,1
265,0.00038152,0.00242134,4.143971079,4.162957365,0.001923636,1
266,0.00038152,0.005561386,4.085341635,4.135764621,0.001935786,1
267,0.00038152,0.002571189,4.05766995,4.056908814,0.001933641,1
268,0.00038152,0.004059632,4.038468777,4.070910867,0.001907642,1
269,0.00038152,0.002513449,4.000673594,4.020063917,0.001900224,1
270,0.00038152,0.001978496,3.993069551,3.960110091,0.001939938,1
271,0.00038152,0.002424747,3.935600112,3.970949671,0.001907851,1
272,0.00038152,0.002871062,3.909715978,3.923617284,0.001894518,1
273,0.00038152,0.002154187,3.934576456,3.942124425,0.001856416,1
274,0.00038152,0.005583216,3.918403064,3.873530368,0.001884105,1
275,0.00038152,0.005925331,3.902331878,3.945541013,0.001777685,1
276,0.00038152,0.00228799,3.827809134,3.84181112,0.001798476,1
277,0.00038152,0.002397191,3.859922156,3.824144589,0.001786197,1
278,0.00038152,0.002655553,3.824814991,3.804198482,0.001611919,1
279,0.00038152,0.002773916,3.795565091,3.779887869,0.001570733,1
280,0.00038152,0.001776318,3.788354851,3.804788427,0.001502036,1
281,0.00038152,0.002338293,3.765456795,3.755027579,0.001487203,1
282,0.00038152,0.002272309,3.76439666,3.755027579,0.001487203,1
283,0.00038152,0.003308233,3.740095042,3.725791757,0.001471815,1
284,0.00038152,0.001946086,3.718326926,3.714924665,0.001461112,1
285,0.00038152,0.002942386,3.691980912,3.713695018,0.001458685,1
286,0.00038152,0.002956511,3.708613036,3.687524782,0.001449499,1
287,0.00038152,0.003772361,3.682803811,3.695489941,0.001432367,1
288,0.00038152,0.001773912,3.671387657,3.689659298,0.001404004,1
289,0.00038152,0.004920467,3.646681033,3.634637788,0.001424232,1
290,0.00038152,0.001840148,3.643780979,3.65574824,0.001397121,1
291,0.00038152,0.003135559,3.641935793,3.620132275,0.00140322,1
292,0.00038152,0.001811303,3.624217919,3.655333024,0.001367621,1
293,0.00038152,0.001478179,3.597475939,3.616765441,0.001381944,1
294,0.00038152,0.002862964,3.606907284,3.61525008,0.001369987,1
295,0.00038152,0.002081628,3.571264501,3.594206302,0.001367459,1
296,0.00038152,0.001705617,3.564883775,3.571965933,0.001357603,1
297,0.00038152,0.001434411,3.563374609,3.561384844,0.001325418,1
298,0.00038152,0.001681792,3.548634978,3.54955926,0.001309922,1
299,0.00038152,0.002050463,3.560576933,3.554085798,0.001278322,1
300,0.00038152,0.002527051,3.56714339,3.531507274,0.001270669,1
301,0.00038152,0.001399881,3.527636132,3.539585346,0.001254802,1
302,0.00038152,0.001705985,3.515322597,3.535640719,0.001238948,1
303,0.00038152,0.001307558,3.509197626,3.509233379,0.001230838,1
304,0.00038152,0.001497926,3.498550955,3.50043719,0.0012358,1
305,0.00038152,0.002500924,3.503112274,3.50043719,0.0012358,1
306,0.00038152,0.001567926,3.493212168,3.523185187,0.001213534,1
307,0.00038152,0.001303017,3.485332295,3.481075325,0.001239807,1
308,0.00038152,0.001847645,3.485649747,3.48907244,0.001213033,1
309,0.00038152,0.001429459,3.465519904,3.48907244,0.001213033,1
310,0.00038152,0.002950794,3.460435071,3.469316386,0.001215675,1
311,0.00038152,0.002074845,3.453469788,3.477686916,0.001199705,1
312,0.00038152,0.002059397,3.451017132,3.477686916,0.001199705,1
313,0.00038152,0.00136076,3.448839829,3.450105115,0.001202916,1
314,0.00038152,0.001361337,3.455771675,3.450105115,0.001202916,1
315,0.00038152,0.001973466,3.432511218,3.449594751,0.001193926,1
316,0.00038152,0.001756157,3.441795549,3.436259913,0.001141595,1
317,0.00038152,0.001442281,3.43094562,3.421120382,0.001131677,1
318,0.00038152,0.001237165,3.435186505,3.424529146,0.001108469,1
319,0.00038152,0.001221728,3.414310869,3.432179876,0.001088906,1
320,0.00038152,0.001079985,3.422657227,3.442654503,0.001048828,1
321,0.00038152,0.00251833,3.418095371,3.404972088,0.001014053,1
322,0.00038152,0.00116866,3.412701455,3.404972088,0.001014053,1
323,0.00038152,0.001813007,3.397729537,3.413357704,0.000994166,1
324,0.00038152,0.001537763,3.414653213,3.413357704,0.000994166,1
325,0.00038152,0.001250274,3.394817432,3.405356306,0.000999077,1
326,0.00038152,0.001615289,3.412649772,3.419883884,0.000968618,1
327,0.00038152,0.002883583,3.397744611,3.419883884,0.000968618,1
328,0.00038152,0.001278376,3.383734861,3.393878924,0.000981407,1
329,0.00038152,0.001064159,3.399539552,3.390521013,0.000964706,1
330,0.00038152,0.001035677,3.395254574,3.393918246,0.000950082,1
331,0.00038152,0.001064023,3.381591969,3.398590197,0.000927694,1
332,0.00038152,0.001063524,3.367290734,3.385313197,0.000935819,1
333,0.00038152,0.001447189,3.37118365,3.392009942,0.000916722,1
334,0.00038152,0.001130435,3.390885196,3.392009942,0.000916722,1
335,0.00038152,0.001481883,3.387451221,3.363032376,0.000923097,1
336,0.00038152,0.001108583,3.375841453,3.376563275,0.000906986,1
337,0.00038152,0.002553093,3.387637638,3.376563275,0.000906986,1
338,0.00038152,0.001432162,3.383253512,3.364358789,0.000899285,1
339,0.00038152,0.001389025,3.363349474,3.365531109,0.000885237,1
340,0.00038152,0.001098877,3.368099274,3.364334974,0.000884117,1
341,0.00038152,0.001268869,3.370039628,3.364334974,0.000884117,1
342,0.00038152,0.001150362,3.368591045,3.376421718,0.000874698,1
343,0.00038152,0.001333645,3.35087948,3.363879923,0.000881132,1
344,0.00038152,0.001232272,3.373695632,3.339741073,0.000874125,1
345,0.00038152,0.001626533,3.363206833,3.339741073,0.000874125,1
346,0.00038152,0.001598024,3.370539676,3.339741073,0.000874125,1
347,0.00038152,0.001144014,3.352149193,3.34848885,0.000856999,1
348,0.00038152,0.00099807,3.365312682,3.34848885,0.000856999,1
349,0.00038152,0.001024866,3.354567984,3.352691844,0.000854121,1
350,0.000343368,0.000923094,3.358727614,3.353795774,0.0008364,1
351,0.000343368,0.002065952,3.343662014,3.331903903,0.000839634,1
352,0.000343368,0.000918811,3.347832208,3.331903903,0.000839634,1
353,0.000343368,0.001339915,3.365154182,3.344295868,0.000820133,1
354,0.000343368,0.001483756,3.356645737,3.344295868,0.000820133,1
355,0.000343368,0.000957944,3.334452848,3.336897642,0.000821915,1
356,0.000343368,0.001467178,3.339847108,3.343525184,0.00081394,1
357,0.000343368,0.000865869,3.340131119,3.343525184,0.00081394,1
358,0.000343368,0.000984941,3.33683398,3.343525184,0.00081394,1
359,0.000343368,0.000987059,3.354383738,3.330467587,0.000820806,1
360,0.000343368,0.000931762,3.328372376,3.34499938,0.000810701,1
361,0.000343368,0.001105337,3.341370186,3.326140294,0.000816233,1
362,0.000343368,0.000958091,3.329176739,3.325316568,0.00080923,1
363,0.000343368,0.001175917,3.337488558,3.325316568,0.00080923,1
364,0.000343368,0.001118541,3.338143385,3.333112623,0.000791041,1
365,0.000343368,0.000952166,3.340272883,3.333112623,0.000791041,1
366,0.000343368,0.000872788,3.325910348,3.333112623,0.000791041,1
367,0.000309032,0.00103346,3.332943434,3.333112623,0.000791041,1
368,0.000309032,0.000932771,3.334282524,3.332773272,0.000772502,1
369,0.000309032,0.000923385,3.323282536,3.320921707,0.000775785,1
370,0.000309032,0.000913287,3.339186418,3.320921707,0.000775785,1
371,0.000309032,0.001027642,3.329816681,3.320921707,0.000775785,1
372,0.000309032,0.00107262,3.313870878,3.317824516,0.000763449,1
373,0.000309032,0.000854389,3.315333155,3.317824516,0.000763449,1
374,0.000309032,0.001098847,3.330599128,3.317824516,0.000763449,1
375,0.000278128,0.000786478,3.324160928,3.317824516,0.000763449,1
376,0.000278128,0.000882632,3.306301597,3.320584973,0.000759655,1
377,0.000278128,0.000921532,3.314444934,3.320584973,0.000759655,1
378,0.000278128,0.000921385,3.301252157,3.311496328,0.000763852,1
379,0.000278128,0.000828656,3.317580391,3.312244505,0.000754103,1
380,0.000278128,0.000953316,3.315884262,3.312244505,0.000754103,1
381,0.000278128,0.000929475,3.31062259,3.312244505,0.000754103,1
382,0.000250316,0.000867966,3.315219751,3.312244505,0.000754103,1
383,0.000250316,0.000813093,3.31262338,3.312367416,0.000746187,1
384,0.000250316,0.000784756,3.309335275,3.312367416,0.000746187,1
385,0.000250316,0.00080248,3.30386971,3.312367416,0.000746187,1
386,0.000225284,0.000764485,3.307653129,3.312242059,0.000736676,1
387,0.000225284,0.000806557,3.299230022,3.29689747,0.00073675,1
388,0.000225284,0.000854685,3.299444569,3.29689747,0.00073675,1
389,0.000225284,0.000797737,3.297206235,3.29689747,0.00073675,1
390,0.000202756,0.000887208,3.298033126,3.29689747,0.00073675,1
391,0.000202756,0.000909262,3.304137909,3.311893269,0.000724315,1
392,0.000202756,0.000917416,3.304921544,3.285138156,0.000740578,1
393,0.000202756,0.000819264,3.294398086,3.285138156,0.000740578,1
394,0.000202756,0.000755904,3.298535066,3.285138156,0.000740578,1
395,0.000202756,0.000784428,3.306322577,3.301703136,0.000718114,1
396,0.000202756,0.000813008,3.29439218,3.301703136,0.000718114,1
397,0.000202756,0.000740672,3.294379408,3.301703136,0.000718114,1
398,0.00018248,0.000906084,3.300862022,3.301703136,0.000718114,1
399,0.00018248,0.00083693,3.29578142,3.301703136,0.000718114,1
400,0.00018248,0.000786232,3.293229907,3.301703136,0.000718114,1
401,0.000164232,0.000855847,3.296703224,3.296774499,0.000720094,1
402,0.000164232,0.000787969,3.29665428,3.296774499,0.000720094,1
403,0.000164232,0.000897243,3.288073324,3.291266318,0.000716274,1
404,0.000164232,0.000802521,3.291067245,3.291266318,0.000716274,1
405,0.000164232,0.000776154,3.294041895,3.291266318,0.000716274,1
406,0.000147809,0.000773964,3.292372209,3.286940088,0.000718719,1
407,0.000147809,0.00075878,3.286126034,3.286940088,0.000718719,1
408,0.000147809,0.000822153,3.287434317,3.286940088,0.000718719,1
